,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
45359,45359,50061,Udinese Calcio,Ignacio Pussetto,24,Argentina,Ala destra,AD,"8,00 mln €",FC Watford,Inghilterra,"8,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/ignacio-pussetto/profil/spieler/283528,"Udinese Calcio,FC Watford"
45360,45360,50060,Udinese Calcio,Jakub Jankto,23,Repubblica Ceca,Centrocampista di sinistra,CS,"12,00 mln €",UC Sampdoria,Italia,"14,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/jakub-jankto/profil/spieler/319160,"Udinese Calcio,UC Sampdoria"
45361,45361,50059,Udinese Calcio,Alex Meret,22,Italia,Portiere,POR,"25,00 mln €",SSC Napoli,Italia,"26,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/alex-meret/profil/spieler/240414,"Udinese Calcio,SSC Napoli"
45362,45362,50058,Torino FC,Simone Zaza,28,Italia,Punta centrale,P,"10,00 mln €",Valencia CF,Spagna,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-zaza/profil/spieler/96828,"Torino FC,Valencia CF"
45363,45363,50057,Torino FC,Koffi Djidji,26,Costa d'Avorio,Difensore centrale,DC,"5,00 mln €",FC Nantes,Francia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/koffi-djidji/profil/spieler/183031,"Torino FC,FC Nantes"
45364,45364,50056,Torino FC,Ola Aina,22,Nigeria,Terzino destro,TD,"10,00 mln €",Chelsea FC,Inghilterra,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/ola-aina/profil/spieler/236490,"Torino FC,Chelsea FC"
45365,45365,50055,Torino FC,Cristian Ansaldi,32,Argentina,Terzino sinistro,TS,"5,00 mln €",Inter,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/cristian-ansaldi/profil/spieler/55854,"Torino FC,Inter"
45371,45371,50073,Udinese Calcio,Giuseppe Pezzella,21,Italia,Terzino sinistro,TS,"3,00 mln €",Parma FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/giuseppe-pezzella/profil/spieler/336960,"Udinese Calcio,Parma FC"
45372,45372,50075,Udinese Calcio,Svante Ingelsson,21,Svezia,Centrale,CC,900 mila €,Delfino Pescara 1936,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/svante-ingelsson/profil/spieler/321079,"Udinese Calcio,Delfino Pescara 1936"
45375,45375,50099,Udinese Calcio,Ben Wilmot,19,Inghilterra,Difensore centrale,DC,"1,50 mln €",FC Watford,Inghilterra,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/ben-wilmot/profil/spieler/467599,"Udinese Calcio,FC Watford"
45376,45376,50098,Udinese Calcio,Sandro,30,Brasile,Mediano,M,"2,00 mln €",Genoa CFC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/sandro/profil/spieler/74590,"Udinese Calcio,Genoa CFC"
45377,45377,49669,SS Lazio,Simone Palombi,23,Italia,Punta centrale,P,900 mila €,US Cremonese,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-palombi/profil/spieler/289065,"SS Lazio,US Cremonese"
45378,45378,50096,Udinese Calcio,Marvin Zeegelaar,28,Olanda,Terzino sinistro,TS,"2,50 mln €",FC Watford,Inghilterra,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marvin-zeegelaar/profil/spieler/92899,"Udinese Calcio,FC Watford"
45379,45379,50095,Udinese Calcio,Stefano Okaka,29,Italia,Punta centrale,P,"5,00 mln €",FC Watford,Inghilterra,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/stefano-okaka/profil/spieler/35249,"Udinese Calcio,FC Watford"
45380,45380,50094,Udinese Calcio,Marco D'Alessandro,28,Italia,Ala destra,AD,"2,00 mln €",Atalanta,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marco-dalessandro/profil/spieler/99232,"Udinese Calcio,Atalanta"
45381,45381,50093,Udinese Calcio,Nícolas,31,Brasile,Portiere,POR,700 mila €,Hellas Verona,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/nicolas/profil/spieler/99523,"Udinese Calcio,Hellas Verona"
45384,45384,50090,Udinese Calcio,Francisco Sierralta,22,Cile,Difensore centrale,DC,400 mila €,Empoli FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/francisco-sierralta/profil/spieler/371436,"Udinese Calcio,Empoli FC"
45387,45387,50087,Udinese Calcio,Nicholas Opoku,22,Ghana,Difensore centrale,DC,"1,00 mln €",Amiens SC,Francia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/nicholas-opoku/profil/spieler/396516,"Udinese Calcio,Amiens SC"
45388,45388,50086,Udinese Calcio,Antonin Barak,25,Repubblica Ceca,Trequartista,TQ,"10,00 mln €",US Lecce,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/antonin-barak/profil/spieler/272261,"Udinese Calcio,US Lecce"
45396,45396,50078,Udinese Calcio,Cristo,21,Spagna,Punta centrale,P,"5,00 mln €",SD Huesca,Spagna,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/cristo/profil/spieler/339707,"Udinese Calcio,SD Huesca"
45397,45397,50077,Udinese Calcio,Simone Scuffet,23,Italia,Portiere,POR,"1,75 mln €",Spezia Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-scuffet/profil/spieler/238993,"Udinese Calcio,Spezia Calcio"
45402,45402,50018,SPAL,Emiliano Viviano,33,Italia,Portiere,POR,"1,00 mln €",Sporting CP,Portogallo,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/emiliano-viviano/profil/spieler/24316,"SPAL,Sporting CP"
45403,45403,50017,SPAL,Andrea Petagna,24,Italia,Punta centrale,P,"20,00 mln €",Atalanta,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/andrea-petagna/profil/spieler/199258,"SPAL,Atalanta"
45404,45404,50016,SPAL,Mattia Valoti,25,Italia,Centrale,CC,"1,00 mln €",Hellas Verona,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/mattia-valoti/profil/spieler/167741,"SPAL,Hellas Verona"
45405,45405,50015,SPAL,Lorenzo Dickmann,22,Italia,Centrocampista di destra,CD,"1,60 mln €",Novara Calcio,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lorenzo-dickmann/profil/spieler/283060,"SPAL,Novara Calcio"
45406,45406,50014,SPAL,Mohamed Fares,23,Algeria,Centrocampista di sinistra,CS,"6,00 mln €",Hellas Verona,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/mohamed-fares/profil/spieler/287700,"SPAL,Hellas Verona"
45407,45407,50013,SPAL,Lorenco Simic,22,Croazia,Difensore centrale,DC,"1,00 mln €",UC Sampdoria,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lorenco-simic/profil/spieler/226093,"SPAL,UC Sampdoria"
45408,45408,50012,SPAL,Kevin Bonifazi,23,Italia,Difensore centrale,DC,"5,50 mln €",Torino FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/kevin-bonifazi/profil/spieler/247377,"SPAL,Torino FC"
45411,45411,50009,SPAL,Salvatore Esposito,18,Italia,Mediano,M,300 mila €,AC Chievo Verona,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/salvatore-esposito/profil/spieler/390160,"SPAL,AC Chievo Verona"
45412,45412,50008,SPAL,Mattia Vitale,22,Italia,Centrocampista di sinistra,CS,300 mila €,Frosinone Calcio,Italia,?,Out,2010-20,e,serie-a,https://www.transfermarkt.it/mattia-vitale/profil/spieler/291432,"SPAL,Frosinone Calcio"
45413,45413,50007,SPAL,Marko Jankovic,24,Montenegro,Ala destra,AD,"1,50 mln €",FC Crotone,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marko-jankovic/profil/spieler/222223,"SPAL,FC Crotone"
45416,45416,50004,SPAL,Mattia Vitale,21,Italia,Centrocampista di sinistra,CS,400 mila €,Frosinone Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/mattia-vitale/profil/spieler/291432,"SPAL,Frosinone Calcio"
45419,45419,50001,SPAL,Alberto Paloschi,30,Italia,Punta centrale,P,"1,50 mln €",Cagliari Calcio,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alberto-paloschi/profil/spieler/68306,"SPAL,Cagliari Calcio"
45420,45420,50000,SPAL,Sauli Väisänen,25,Finlandia,Difensore centrale,DC,600 mila €,AC Chievo Verona,Italia,?,Out,2010-20,e,serie-a,https://www.transfermarkt.it/sauli-vaisanen/profil/spieler/261095,"SPAL,AC Chievo Verona"
45421,45421,49999,SPAL,Lorenzo Dickmann,22,Italia,Centrocampista di destra,CD,"1,60 mln €",AC Chievo Verona,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lorenzo-dickmann/profil/spieler/283060,"SPAL,AC Chievo Verona"
45422,45422,49998,SPAL,Federico Viviani,27,Italia,Mediano,M,"3,00 mln €",AS Livorno,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/federico-viviani/profil/spieler/165900,"SPAL,AS Livorno"
45425,45425,50019,SPAL,Alessandro Murgia,22,Italia,Centrale,CC,"5,00 mln €",SS Lazio,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alessandro-murgia/profil/spieler/289061,"SPAL,SS Lazio"
45426,45426,50021,SPAL,Vasco Regini,28,Italia,Terzino sinistro,TS,"1,40 mln €",UC Sampdoria,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/vasco-regini/profil/spieler/72274,"SPAL,UC Sampdoria"
45428,45428,50022,Torino FC,M'Baye Niang,24,Senegal,Punta centrale,P,"12,00 mln €",Stade Rennais FC,Francia,"15,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/mbaye-niang/profil/spieler/157501,"Torino FC,Stade Rennais FC"
45429,45429,50045,Torino FC,Shady Oukhadda,20,Marocco,Centrale,CC,100 mila €,Robur Siena,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/shady-oukhadda/profil/spieler/393487,"Torino FC,Robur Siena"
45433,45433,50041,Torino FC,Lucas Boyé,23,Argentina,Punta centrale,P,"1,50 mln €",FC Reading,Inghilterra,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lucas-boye/profil/spieler/334222,"Torino FC,FC Reading"
45437,45437,50037,Torino FC,Jacopo Segre,22,Italia,Centrale,CC,500 mila €,AC Chievo Verona,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/jacopo-segre/profil/spieler/373899,"Torino FC,AC Chievo Verona"
45438,45438,50036,Torino FC,Iago Falque,30,Spagna,Ala destra,AD,"13,00 mln €",Genoa CFC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/iago-falque/profil/spieler/59340,"Torino FC,Genoa CFC"
45441,45441,50033,Torino FC,Vittorio Parigini,23,Italia,Ala destra,AD,"1,50 mln €",Genoa CFC,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/vittorio-parigini/profil/spieler/238981,"Torino FC,Genoa CFC"
45442,45442,50032,Torino FC,Kevin Bonifazi,23,Italia,Difensore centrale,DC,"5,00 mln €",SPAL,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/kevin-bonifazi/profil/spieler/247377,"Torino FC,SPAL"
45449,45449,50025,Torino FC,Samuel Gustafson,24,Svezia,Centrale,CC,"1,00 mln €",US Cremonese,Italia,900 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/samuel-gustafson/profil/spieler/255473,"Torino FC,US Cremonese"
45452,45452,49886,AS Roma,Edoardo Soleri,21,Italia,Punta centrale,P,150 mila €,Calcio Padova,Italia,?,Out,2010-20,e,serie-a,https://www.transfermarkt.it/edoardo-soleri/profil/spieler/321065,"AS Roma,Calcio Padova"
45453,45453,50097,Udinese Calcio,Sebastien De Maio,32,Francia,Difensore centrale,DC,"1,00 mln €",Bologna FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/sebastien-de-maio/profil/spieler/56830,"Udinese Calcio,Bologna FC"
45456,45456,49747,SSC Napoli,Marko Rog,24,Croazia,Centrale,CC,"6,00 mln €",Cagliari Calcio,Italia,"Spesa prestito:2,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/marko-rog/profil/spieler/317482,"SSC Napoli,Cagliari Calcio"
45457,45457,49746,SSC Napoli,Adam Ounas,22,Algeria,Ala destra,AD,"10,00 mln €",OGC Nizza,Francia,"Spesa prestito:2,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/adam-ounas/profil/spieler/400485,"SSC Napoli,OGC Nizza"
45458,45458,49745,SSC Napoli,Raúl Albiol,33,Spagna,Difensore centrale,DC,"5,00 mln €",Villarreal CF,Spagna,"5,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/raul-albiol/profil/spieler/15452,"SSC Napoli,Villarreal CF"
45459,45459,49744,SSC Napoli,Carlos Vinícius,24,Brasile,Punta centrale,P,"7,00 mln €",Benfica Lisbona,Portogallo,"17,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/carlos-vinicius/profil/spieler/525287,"SSC Napoli,Benfica Lisbona"
45460,45460,49743,SSC Napoli,Amadou Diawara,21,Guinea,Mediano,M,"15,00 mln €",AS Roma,Italia,"21,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/amadou-diawara/profil/spieler/355501,"SSC Napoli,AS Roma"
45461,45461,49742,AC Milan,Tiemoué Bakayoko,24,Francia,Mediano,M,"35,00 mln €",Chelsea FC,Inghilterra,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/tiemoue-bakayoko/profil/spieler/182618,"AC Milan,Chelsea FC"
45462,45462,49741,AC Milan,Franck Kessié,22,Costa d'Avorio,Centrale,CC,"33,00 mln €",Atalanta,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/franck-kessie/profil/spieler/294808,"AC Milan,Atalanta"
45472,45472,49731,AC Milan,Alessandro Plizzari,19,Italia,Portiere,POR,"2,50 mln €",AS Livorno,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/alessandro-plizzari/profil/spieler/357991,"AC Milan,AS Livorno"
45474,45474,49729,AC Milan,Fabio Borini,28,Italia,Ala sinistra,AS,"5,00 mln €",Hellas Verona,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/fabio-borini/profil/spieler/96754,"AC Milan,Hellas Verona"
45478,45478,49725,AC Milan,André Silva,23,Portogallo,Punta centrale,P,"22,00 mln €",Eintracht Francoforte,Germania,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/andre-silva/profil/spieler/198008,"AC Milan,Eintracht Francoforte"
45479,45479,49724,AC Milan,Cristián Zapata,32,Colombia,Difensore centrale,DC,"2,00 mln €",Genoa CFC,Italia,gratuito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/cristian-zapata/profil/spieler/34344,"AC Milan,Genoa CFC"
45480,45480,49748,SSC Napoli,Roberto Inglese,27,Italia,Punta centrale,P,"15,00 mln €",Parma FC,Italia,"Spesa prestito:2,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/roberto-inglese/profil/spieler/159337,"SSC Napoli,Parma FC"
45481,45481,49749,SSC Napoli,Roberto Insigne,25,Italia,Ala destra,AD,"1,60 mln €",Benevento Calcio,Italia,"1,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/roberto-insigne/profil/spieler/200174,"SSC Napoli,Benevento Calcio"
45485,45485,49773,SSC Napoli,Andrea Petagna,24,Italia,Punta centrale,P,"18,00 mln €",SPAL,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/andrea-petagna/profil/spieler/199258,"SSC Napoli,SPAL"
45487,45487,49771,SSC Napoli,Luca Palmiero,23,Italia,Mediano,M,"1,80 mln €",Delfino Pescara 1936,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/luca-palmiero/profil/spieler/240357,"SSC Napoli,Delfino Pescara 1936"
45491,45491,49767,SSC Napoli,Gianluca Gaetano,19,Italia,Trequartista,TQ,800 mila €,US Cremonese,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/gianluca-gaetano/profil/spieler/358008,"SSC Napoli,US Cremonese"
45494,45494,49764,SSC Napoli,Gennaro Tutino,23,Italia,Ala sinistra,AS,"2,50 mln €",Empoli FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/gennaro-tutino/profil/spieler/202979,"SSC Napoli,Empoli FC"
45497,45497,49761,SSC Napoli,Amato Ciciretti,26,Italia,Ala destra,AD,"1,50 mln €",Empoli FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/amato-ciciretti/profil/spieler/159902,"SSC Napoli,Empoli FC"
45499,45499,49759,SSC Napoli,Lorenzo Tonelli,30,Italia,Difensore centrale,DC,"5,00 mln €",UC Sampdoria,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lorenzo-tonelli/profil/spieler/111347,"SSC Napoli,UC Sampdoria"
45501,45501,49757,SSC Napoli,Amir Rrahmani,25,Kosovo,Difensore centrale,DC,"6,00 mln €",Hellas Verona,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/amir-rrahmani/profil/spieler/257732,"SSC Napoli,Hellas Verona"
45504,45504,49754,SSC Napoli,Vlad Chiriches,29,Romania,Difensore centrale,DC,"4,50 mln €",US Sassuolo,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/vlad-chiriches/profil/spieler/123261,"SSC Napoli,US Sassuolo"
45505,45505,49753,SSC Napoli,Simone Verdi,27,Italia,Trequartista,TQ,"23,00 mln €",Torino FC,Italia,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-verdi/profil/spieler/130360,"SSC Napoli,Torino FC"
45506,45506,49752,SSC Napoli,Gennaro Tutino,22,Italia,Ala sinistra,AS,"2,50 mln €",Hellas Verona,Italia,Spesa prestito:110 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/gennaro-tutino/profil/spieler/202979,"SSC Napoli,Hellas Verona"
45509,45509,49721,AC Milan,Pepe Reina,37,Spagna,Portiere,POR,800 mila €,Aston Villa,Inghilterra,Spesa prestito:400 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/pepe-reina/profil/spieler/7825,"AC Milan,Aston Villa"
45523,45523,49680,US Lecce,Andrea Tabanelli,29,Italia,Centrale,CC,900 mila €,Frosinone Calcio,Italia,250 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/andrea-tabanelli/profil/spieler/134369,"US Lecce,Frosinone Calcio"
45524,45524,49679,SS Lazio,Rômulo,32,Italia,Centrale,CC,"2,50 mln €",Genoa CFC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/romulo/profil/spieler/121756,"SS Lazio,Genoa CFC"
45525,45525,49678,SS Lazio,Bruno Jordão,20,Portogallo,Centrale,CC,"1,00 mln €",SC Braga,Portogallo,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/bruno-jordao/profil/spieler/415646,"SS Lazio,SC Braga"
45526,45526,49677,SS Lazio,Pedro Neto,19,Portogallo,Ala sinistra,AS,"2,50 mln €",SC Braga,Portogallo,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/pedro-neto/profil/spieler/487465,"SS Lazio,SC Braga"
45533,45533,49883,AS Roma,Maxime Gonalons,30,Francia,Mediano,M,"4,00 mln €",Granada CF,Spagna,Prestito,Out,2010-20,e,serie-a,https://www.transfermarkt.it/maxime-gonalons/profil/spieler/60542,"AS Roma,Granada CF"
45536,45536,49720,AC Milan,Diego Laxalt,26,Uruguay,Terzino sinistro,TS,"12,00 mln €",Torino FC,Italia,Spesa prestito:500 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/diego-laxalt/profil/spieler/230552,"AC Milan,Torino FC"
45538,45538,49719,AC Milan,Mattia Caldara,25,Italia,Difensore centrale,DC,"16,00 mln €",Atalanta,Italia,Spesa prestito:900 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/mattia-caldara/profil/spieler/197470,"AC Milan,Atalanta"
45539,45539,49718,AC Milan,Suso,26,Spagna,Ala destra,AD,"30,00 mln €",Sevilla FC,Spagna,Spesa prestito:980 mila €,Out,2010-20,e,serie-a,https://www.transfermarkt.it/suso/profil/spieler/111961,"AC Milan,Sevilla FC"
45540,45540,49717,AC Milan,Manuel Locatelli,21,Italia,Mediano,M,"12,00 mln €",US Sassuolo,Italia,"13,50 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/manuel-locatelli/profil/spieler/265088,"AC Milan,US Sassuolo"
45541,45541,49716,AC Milan,Patrick Cutrone,21,Italia,Punta centrale,P,"28,00 mln €",Wolverhampton Wanderers,Inghilterra,"18,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/patrick-cutrone/profil/spieler/265078,"AC Milan,Wolverhampton Wanderers"
45542,45542,49715,AC Milan,Krzysztof Piatek,24,Polonia,Punta centrale,P,"32,00 mln €",Hertha BSC,Germania,"24,00 mln €",Out,2010-20,e,serie-a,https://www.transfermarkt.it/krzysztof-piatek/profil/spieler/327757,"AC Milan,Hertha BSC"
45543,45543,49714,US Lecce,Marco Tumminello,20,Italia,Punta centrale,P,"2,30 mln €",Atalanta,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/marco-tumminello/profil/spieler/315850,"US Lecce,Atalanta"
45544,45544,49713,US Lecce,Panagiotis Tachtsidis,28,Grecia,Mediano,M,"1,20 mln €",Nottingham Forest,Inghilterra,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/panagiotis-tachtsidis/profil/spieler/62415,"US Lecce,Nottingham Forest"
45545,45545,49712,US Lecce,Biagio Meccariello,28,Italia,Difensore centrale,DC,600 mila €,Brescia Calcio,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/biagio-meccariello/profil/spieler/124002,"US Lecce,Brescia Calcio"
45546,45546,49711,US Lecce,Lorenzo Venuti,24,Italia,Terzino destro,TD,"2,00 mln €",ACF Fiorentina,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/lorenzo-venuti/profil/spieler/240219,"US Lecce,ACF Fiorentina"
45547,45547,49710,US Lecce,Manuel Scavone,32,Italia,Centrale,CC,600 mila €,Parma FC,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/manuel-scavone/profil/spieler/32107,"US Lecce,Parma FC"
45548,45548,49709,US Lecce,Simone Palombi,23,Italia,Punta centrale,P,900 mila €,SS Lazio,Italia,Fine prestito30/giu/2019,Out,2010-20,e,serie-a,https://www.transfermarkt.it/simone-palombi/profil/spieler/289065,"US Lecce,SS Lazio"
