,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
25381,25381,4334,FC Nantes,Sébastien Le Paih,21,Francia,Trequartista,TQ,-,Le Mans Union Club 72,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/sebastien-le-paih/profil/spieler/160054,"FC Nantes,Le Mans Union Club 72"
25382,25382,4335,FC Nantes,Roman Kosecki,30,Polonia,Punta centrale,P,-,Montpellier HSC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/roman-kosecki/profil/spieler/91661,"FC Nantes,Montpellier HSC"
25383,25383,4336,FC Nantes,Franck Renou,22,Francia,Trequartista,TQ,-,LOSC Lilla,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/franck-renou/profil/spieler/173567,"FC Nantes,LOSC Lilla"
25386,25386,4339,Montpellier HSC,Jérôme Bonnissel,23,Francia,Terzino sinistro,TS,-,Deportivo de La Coruña,Spagna,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jerome-bonnissel/profil/spieler/3911,"Montpellier HSC,Deportivo de La Coruña"
25389,25389,4342,Montpellier HSC,Michel Pavon,27,Francia,Centrale,CC,-,FC Girondins Bordeaux,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/michel-pavon/profil/spieler/156992,"Montpellier HSC,FC Girondins Bordeaux"
25391,25391,4344,Montpellier HSC,Vincent Petit,22,Francia,Punta centrale,P,-,RC Strasburgo Alsazia,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/vincent-petit/profil/spieler/160000,"Montpellier HSC,RC Strasburgo Alsazia"
25393,25393,4346,Montpellier HSC,Bertrand Reuzeau,30,Francia,Terzino destro,TD,-,FC Sochaux-Montbéliard,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/bertrand-reuzeau/profil/spieler/408023,"Montpellier HSC,FC Sochaux-Montbéliard"
25396,25396,4349,AS Cannes,Peter Luccin,17,Francia,Mediano,M,-,FC Girondins Bordeaux,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/peter-luccin/profil/spieler/7555,"AS Cannes,FC Girondins Bordeaux"
25397,25397,4350,AS Cannes,Johan Micoud,22,Francia,Trequartista,TQ,-,FC Girondins Bordeaux,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/johan-micoud/profil/spieler/2713,"AS Cannes,FC Girondins Bordeaux"
25398,25398,4351,AS Cannes,Bernard Lambourde,25,Francia,Difensore centrale,DC,-,FC Girondins Bordeaux,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/bernard-lambourde/profil/spieler/5580,"AS Cannes,FC Girondins Bordeaux"
25399,25399,4352,AS Cannes,Christophe Horlaville,27,Francia,Punta centrale,P,-,EA Guingamp,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/christophe-horlaville/profil/spieler/159994,"AS Cannes,EA Guingamp"
25400,25400,4353,AS Cannes,Emmanuel Hutteau,27,Francia,Terzino sinistro,TS,-,Le Mans Union Club 72,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/emmanuel-hutteau/profil/spieler/160041,"AS Cannes,Le Mans Union Club 72"
25401,25401,4354,AS Cannes,Kader Ferhaoui,31,Algeria,Centrocampista di sinistra,CS,-,Montpellier HSC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/kader-ferhaoui/profil/spieler/158089,"AS Cannes,Montpellier HSC"
25402,25402,4355,AS Cannes,Patrice Marquet,29,Francia,Centrocampista di sinistra,CS,-,FC Gueugnon,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/patrice-marquet/profil/spieler/174448,"AS Cannes,FC Gueugnon"
25403,25403,4356,AS Cannes,Gilles Hampartzoumian,27,Francia,Terzino destro,TD,-,LOSC Lilla,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/gilles-hampartzoumian/profil/spieler/173644,"AS Cannes,LOSC Lilla"
25407,25407,4360,EA Guingamp,Vincent Candela,23,Francia,Terzino sinistro,TS,-,AS Roma,Italia,"9,60 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/vincent-candela/profil/spieler/5939,"EA Guingamp,AS Roma"
25409,25409,4362,EA Guingamp,Xavier Gravelaine,27,Francia,Punta centrale,P,-,Olympique Marsiglia,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/xavier-gravelaine/profil/spieler/20083,"EA Guingamp,Olympique Marsiglia"
25410,25410,4363,EA Guingamp,Hubert Fournier,28,Francia,Difensore centrale,DC,-,Borussia Mönchengladbach,Germania,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/hubert-fournier/profil/spieler/97250,"EA Guingamp,Borussia Mönchengladbach"
25411,25411,4364,EA Guingamp,Jérôme Molinier,22,Francia,Punta centrale,P,-,Association Troyes Aube Champagne,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jerome-molinier/profil/spieler/160064,"EA Guingamp,Association Troyes Aube Champagne"
25413,25413,4366,EA Guingamp,Djordje Tomic,23,Serbia,Centrale,CC,-,Atlético de Madrid,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/djordje-tomic/profil/spieler/158077,"EA Guingamp,Atlético de Madrid"
25417,25417,4370,EA Guingamp,Réginald Ray,27,Francia,Punta centrale,P,-,FC Gueugnon,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/reginald-ray/profil/spieler/152836,"EA Guingamp,FC Gueugnon"
25419,25419,4372,EA Guingamp,Christophe Le Roux,27,Francia,Centrocampista di destra,CD,-,FC Lorient,Francia,,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/christophe-le-roux/profil/spieler/5460,"EA Guingamp,FC Lorient"
25420,25420,4373,EA Guingamp,Sébastien Dallet,22,Francia,Ala destra,AD,-,RC Lens,Francia,Fine prestito30/giu/1996,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/sebastien-dallet/profil/spieler/33915,"EA Guingamp,RC Lens"
25421,25421,4374,RC Lens,Wilson Oruma,19,Nigeria,Trequartista,TQ,-,AS Nancy-Lorraine,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/wilson-oruma/profil/spieler/3915,"RC Lens,AS Nancy-Lorraine"
25423,25423,4376,RC Lens,Pegguy Arphexad,23,Francia,Portiere,POR,-,LOSC Lilla,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/pegguy-arphexad/profil/spieler/3282,"RC Lens,LOSC Lilla"
25424,25424,4377,RC Lens,Pierre Laigle,25,Francia,Centrocampista di sinistra,CS,-,UC Sampdoria,Italia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/pierre-laigle/profil/spieler/5700,"RC Lens,UC Sampdoria"
25425,25425,4378,RC Lens,Roger Boli,30,Francia,Punta centrale,P,-,AC Le Havre,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/roger-boli/profil/spieler/76172,"RC Lens,AC Le Havre"
25426,25426,4379,FC Girondins Bordeaux,Christophe Dugarry,24,Francia,Punta centrale,P,-,Milan AC,Italia,"6,50 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/christophe-dugarry/profil/spieler/3237,"FC Girondins Bordeaux,Milan AC"
25427,25427,4380,FC Girondins Bordeaux,Zinédine Zidane,24,Francia,Trequartista,TQ,-,Juventus FC,Italia,"3,50 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/zinedine-zidane/profil/spieler/3111,"FC Girondins Bordeaux,Juventus FC"
25428,25428,4381,FC Girondins Bordeaux,Lionel Perez,29,Francia,Portiere,POR,-,AFC Sunderland,Inghilterra,230 mila €,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/lionel-perez/profil/spieler/223246,"FC Girondins Bordeaux,AFC Sunderland"
25429,25429,4382,FC Girondins Bordeaux,Bixente Lizarazu,26,Francia,Terzino sinistro,TS,-,Athletic Bilbao,Spagna,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/bixente-lizarazu/profil/spieler/210,"FC Girondins Bordeaux,Athletic Bilbao"
25431,25431,4384,FC Girondins Bordeaux,Anthony Bancarel,25,Francia,Punta centrale,P,-,SM Caen,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/anthony-bancarel/profil/spieler/151266,"FC Girondins Bordeaux,SM Caen"
25432,25432,4385,FC Girondins Bordeaux,Jakob Friis-Hansen,29,Danimarca,Difensore centrale,DC,-,Amburgo SV,Germania,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jakob-friis-hansen/profil/spieler/23343,"FC Girondins Bordeaux,Amburgo SV"
25433,25433,4386,FC Girondins Bordeaux,Jean-Luc Dogon,28,Francia,Difensore centrale,DC,-,RC Strasburgo Alsazia,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jean-luc-dogon/profil/spieler/134750,"FC Girondins Bordeaux,RC Strasburgo Alsazia"
25434,25434,4387,FC Girondins Bordeaux,Jean-Yves De Blasiis,22,Francia,Mediano,M,-,SM Caen,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jean-yves-de-blasiis/profil/spieler/152748,"FC Girondins Bordeaux,SM Caen"
25435,25435,4388,FC Girondins Bordeaux,Gaëtan Huard,34,Francia,Portiere,POR,-,Hércules CF,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/gaetan-huard/profil/spieler/168575,"FC Girondins Bordeaux,Hércules CF"
25436,25436,4389,FC Girondins Bordeaux,Daniel Dutuel,28,Francia,Centrale,CC,-,Celta de Vigo,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/daniel-dutuel/profil/spieler/168571,"FC Girondins Bordeaux,Celta de Vigo"
25437,25437,4390,FC Girondins Bordeaux,William Prunier,28,Francia,Difensore centrale,DC,-,Montpellier HSC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/william-prunier/profil/spieler/6979,"FC Girondins Bordeaux,Montpellier HSC"
25438,25438,4391,FC Girondins Bordeaux,Yannick Fischer,21,Francia,Difensore centrale,DC,-,AS Cannes,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/yannick-fischer/profil/spieler/5613,"FC Girondins Bordeaux,AS Cannes"
25440,25440,4393,RC Strasburgo Alsazia,Frank Leboeuf,28,Francia,Difensore centrale,DC,-,Chelsea FC,Inghilterra,"3,45 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/frank-leboeuf/profil/spieler/5314,"RC Strasburgo Alsazia,Chelsea FC"
25441,25441,4394,RC Strasburgo Alsazia,Aleksandr Mostovoy,27,Russia,Trequartista,TQ,-,Celta de Vigo,Spagna,"2,00 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/aleksandr-mostovoy/profil/spieler/7556,"RC Strasburgo Alsazia,Celta de Vigo"
25442,25442,4395,RC Strasburgo Alsazia,Martin Djetou,21,Francia,Difensore centrale,DC,-,AS Monaco,Francia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/martin-djetou/profil/spieler/3725,"RC Strasburgo Alsazia,AS Monaco"
25443,25443,4396,RC Strasburgo Alsazia,Franck Sauzée,30,Francia,Centrale,CC,-,Montpellier HSC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/franck-sauzee/profil/spieler/101119,"RC Strasburgo Alsazia,Montpellier HSC"
25444,25444,4397,RC Strasburgo Alsazia,Rémi Garde,30,Francia,Mediano,M,-,FC Arsenal,Inghilterra,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/remi-garde/profil/spieler/101115,"RC Strasburgo Alsazia,FC Arsenal"
25445,25445,4398,RC Strasburgo Alsazia,David Régis,27,Stati Uniti,Difensore centrale,DC,-,RC Lens,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/david-regis/profil/spieler/81292,"RC Strasburgo Alsazia,RC Lens"
25446,25446,4399,RC Strasburgo Alsazia,Marc Keller,28,Francia,Centrocampista di destra,CD,-,Karlsruher SC,Germania,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/marc-keller/profil/spieler/131608,"RC Strasburgo Alsazia,Karlsruher SC"
25448,25448,4401,RC Strasburgo Alsazia,Bruno Rodriguez,24,Francia,Punta centrale,P,-,FC Metz,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/bruno-rodriguez/profil/spieler/5742,"RC Strasburgo Alsazia,FC Metz"
25449,25449,4402,SC Bastia,Pierre Laurent,26,Francia,Punta centrale,P,-,Leeds United,Inghilterra,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/pierre-laurent/profil/spieler/5629,"SC Bastia,Leeds United"
25450,25450,4403,SC Bastia,Bruno Valencony,28,Francia,Portiere,POR,-,OGC Nizza,Francia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/bruno-valencony/profil/spieler/5525,"SC Bastia,OGC Nizza"
25451,25451,4404,SC Bastia,Bruno Rodriguez,23,Francia,Punta centrale,P,-,RC Strasburgo Alsazia,Francia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/bruno-rodriguez/profil/spieler/5742,"SC Bastia,RC Strasburgo Alsazia"
25452,25452,4405,SC Bastia,Frédéric Darras,29,Francia,Terzino destro,TD,-,Swindon Town,Inghilterra,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/frederic-darras/profil/spieler/173813,"SC Bastia,Swindon Town"
25453,25453,4406,SC Bastia,André Biancarelli,26,Francia,Portiere,POR,-,FC Metz,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/andre-biancarelli/profil/spieler/9092,"SC Bastia,FC Metz"
25454,25454,4407,SC Bastia,Bruno Alicarte,24,Francia,Difesa,Difesa,-,Deportivo Alavés,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/bruno-alicarte/profil/spieler/149248,"SC Bastia,Deportivo Alavés"
25455,25455,4408,SC Bastia,Rémy Loret,23,Francia,Centrocampo,Centrocampo,-,FC Tolosa,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/remy-loret/profil/spieler/168514,"SC Bastia,FC Tolosa"
25456,25456,4409,SC Bastia,William,28,Brasile,Difensore centrale,DC,-,SD Compostela,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/william/profil/spieler/176031,"SC Bastia,SD Compostela"
25459,25459,4412,FC Paris Saint-Germain,Youri Djorkaeff,28,Francia,Trequartista,TQ,-,Inter,Italia,"6,00 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/youri-djorkaeff/profil/spieler/4,"FC Paris Saint-Germain,Inter"
25460,25460,4413,FC Paris Saint-Germain,Pascal Nouma,24,Francia,Punta centrale,P,-,RC Strasburgo Alsazia,Francia,"1,00 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/pascal-nouma/profil/spieler/5333,"FC Paris Saint-Germain,RC Strasburgo Alsazia"
25461,25461,4414,FC Paris Saint-Germain,Nicolas Anelka,17,Francia,Punta centrale,P,-,FC Arsenal,Inghilterra,760 mila €,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/nicolas-anelka/profil/spieler/3226,"FC Paris Saint-Germain,FC Arsenal"
25466,25466,4419,FC Paris Saint-Germain,Djamel Belmadi,20,Algeria,Centrocampista di destra,CD,-,FC Martigues,Francia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/djamel-belmadi/profil/spieler/3639,"FC Paris Saint-Germain,FC Martigues"
25467,25467,4420,FC Paris Saint-Germain,Francis Llacer,24,Francia,Terzino sinistro,TS,-,RC Strasburgo Alsazia,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/francis-llacer/profil/spieler/5556,"FC Paris Saint-Germain,RC Strasburgo Alsazia"
25468,25468,4421,FC Paris Saint-Germain,Daniel Bravo,33,Francia,Mediano,M,-,AC Parma,Italia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/daniel-bravo/profil/spieler/106846,"FC Paris Saint-Germain,AC Parma"
25469,25469,4422,FC Paris Saint-Germain,Patrick Colleter,30,Francia,Terzino sinistro,TS,-,FC Girondins Bordeaux,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/patrick-colleter/profil/spieler/107065,"FC Paris Saint-Germain,FC Girondins Bordeaux"
25470,25470,4423,FC Paris Saint-Germain,Stéphane Mahé,27,Francia,Terzino sinistro,TS,-,Stade Rennais FC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/stephane-mahe/profil/spieler/170436,"FC Paris Saint-Germain,Stade Rennais FC"
25471,25471,4424,FC Paris Saint-Germain,Richard Dutruel,23,Francia,Portiere,POR,-,Celta de Vigo,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/richard-dutruel/profil/spieler/6723,"FC Paris Saint-Germain,Celta de Vigo"
25472,25472,4425,FC Paris Saint-Germain,José Cobos,28,Francia,Terzino sinistro,TS,-,RCD Espanyol Barcellona,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jose-cobos/profil/spieler/5529,"FC Paris Saint-Germain,RCD Espanyol Barcellona"
25473,25473,4426,FC Paris Saint-Germain,Oumar Dieng,23,Francia,Difensore centrale,DC,-,UC Sampdoria,Italia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/oumar-dieng/profil/spieler/6923,"FC Paris Saint-Germain,UC Sampdoria"
25475,25475,4428,OGC Nizza,Samuel Ipoua,23,Camerun,Punta centrale,P,-,Inter,Italia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/samuel-ipoua/profil/spieler/1074,"OGC Nizza,Inter"
25476,25476,4429,OGC Nizza,Lionel Létizi,23,Francia,Portiere,POR,-,FC Metz,Francia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/lionel-letizi/profil/spieler/5550,"OGC Nizza,FC Metz"
25478,25478,4431,OGC Nizza,Stéphane Collet,24,Madagascar,Centrocampista di destra,CD,-,RC Strasburgo Alsazia,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/stephane-collet/profil/spieler/152741,"OGC Nizza,RC Strasburgo Alsazia"
25479,25479,4432,OGC Nizza,Jean-Luc Vannuchi,25,Francia,Difesa,Difesa,-,EA Guingamp,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jean-luc-vannuchi/profil/spieler/152872,"OGC Nizza,EA Guingamp"
25481,25481,4434,OGC Nizza,Frédéric Martin,27,Francia,Terzino destro,TD,-,Montpellier HSC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/frederic-martin/profil/spieler/168518,"OGC Nizza,Montpellier HSC"
25489,25489,4442,FC Metz,Jacques Songo'o,32,Camerun,Portiere,POR,-,Deportivo de La Coruña,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jacques-songoo/profil/spieler/102615,"FC Metz,Deportivo de La Coruña"
25490,25490,4443,FC Metz,Samba N'Diaye,23,Senegal,Punta centrale,P,-,AS Saint Étienne,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/samba-ndiaye/profil/spieler/152825,"FC Metz,AS Saint Étienne"
25492,25492,4445,FC Metz,Alexandre Clément,21,Francia,Difensore centrale,DC,-,Amiens SC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/alexandre-clement/profil/spieler/17347,"FC Metz,Amiens SC"
25495,25495,4448,FC Metz,Olivier Tingry,24,Francia,Portiere,POR,-,Association Troyes Aube Champagne,Francia,Fine prestito30/giu/1996,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/olivier-tingry/profil/spieler/29317,"FC Metz,Association Troyes Aube Champagne"
25496,25496,4449,FC Metz,Patrick M'Boma,25,Camerun,Punta centrale,P,-,FC Paris Saint-Germain,Francia,Fine prestito30/giu/1996,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/patrick-mboma/profil/spieler/26415,"FC Metz,FC Paris Saint-Germain"
25497,25497,4450,AJ Auxerre,Laurent Blanc,30,Francia,Difensore centrale,DC,-,FC Barcellona,Spagna,"4,60 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/laurent-blanc/profil/spieler/3113,"AJ Auxerre,FC Barcellona"
25498,25498,4451,AJ Auxerre,Ronan Le Crom,21,Francia,Portiere,POR,-,LB Châteauroux,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/ronan-le-crom/profil/spieler/5444,"AJ Auxerre,LB Châteauroux"
25499,25499,4452,AJ Auxerre,Yann Lachuer,23,Francia,Trequartista,TQ,-,LB Châteauroux,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/yann-lachuer/profil/spieler/5429,"AJ Auxerre,LB Châteauroux"
25500,25500,4453,AJ Auxerre,Stéphane Guivarc'h,25,Francia,Punta centrale,P,-,Stade Rennais FC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/stephane-guivarch/profil/spieler/102753,"AJ Auxerre,Stade Rennais FC"
25501,25501,4454,AJ Auxerre,Christophe Cocard,28,Francia,Ala destra,AD,-,Olympique Lione,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/christophe-cocard/profil/spieler/101111,"AJ Auxerre,Olympique Lione"
25502,25502,4455,AJ Auxerre,Corentin Martins,26,Francia,Trequartista,TQ,-,Deportivo de La Coruña,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/corentin-martins/profil/spieler/5623,"AJ Auxerre,Deportivo de La Coruña"
25503,25503,4456,AJ Auxerre,Christophe Remy,24,Francia,Difesa,Difesa,-,Derby County,Inghilterra,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/christophe-remy/profil/spieler/405576,"AJ Auxerre,Derby County"
25504,25504,4457,Stade Rennais FC,Marco Grassi,27,Svizzera,Punta centrale,P,-,AS Monaco,Francia,"6,00 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/marco-grassi/profil/spieler/101904,"Stade Rennais FC,AS Monaco"
25505,25505,4458,Stade Rennais FC,Allan Johnston,23,Scozia,Centrocampista di destra,CD,-,AFC Sunderland,Inghilterra,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/allan-johnston/profil/spieler/3649,"Stade Rennais FC,AFC Sunderland"
25506,25506,4459,Stade Rennais FC,Stéphane Ziani,24,Francia,Trequartista,TQ,-,FC Girondins Bordeaux,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/stephane-ziani/profil/spieler/5514,"Stade Rennais FC,FC Girondins Bordeaux"
25508,25508,4461,Stade Rennais FC,Jean-Christophe Thomas,31,Francia,Mediano,M,-,AS Saint Étienne,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/jean-christophe-thomas/profil/spieler/174458,"Stade Rennais FC,AS Saint Étienne"
25509,25509,4462,Stade Rennais FC,Pascal Fugier,27,Francia,Terzino destro,TD,-,Montpellier HSC,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/pascal-fugier/profil/spieler/5694,"Stade Rennais FC,Montpellier HSC"
25512,25512,4465,Stade Rennais FC,David Merdy,22,Francia,Attacco,Attacco,-,Association Troyes Aube Champagne,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/david-merdy/profil/spieler/168505,"Stade Rennais FC,Association Troyes Aube Champagne"
25513,25513,4466,Stade Rennais FC,Samuel Michel,25,Francia,Punta centrale,P,-,FC Sochaux-Montbéliard,Francia,Prestito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/samuel-michel/profil/spieler/28342,"Stade Rennais FC,FC Sochaux-Montbéliard"
25515,25515,4468,Olympique Marsiglia,Reynald Pedros,25,Francia,Centrocampista di sinistra,CS,-,AC Parma,Italia,"3,30 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/reynald-pedros/profil/spieler/5594,"Olympique Marsiglia,AC Parma"
25516,25516,4469,Olympique Marsiglia,Tony Cascarino,34,Irlanda,Punta centrale,P,-,AS Nancy-Lorraine,Francia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/tony-cascarino/profil/spieler/15447,"Olympique Marsiglia,AS Nancy-Lorraine"
25518,25518,4471,Olympique Marsiglia,Frédéric Tatarian,25,Francia,Difesa,Difesa,-,OGC Nizza,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/frederic-tatarian/profil/spieler/152864,"Olympique Marsiglia,OGC Nizza"
25520,25520,4473,Olympique Marsiglia,Nenad Bjekovic,22,Serbia,Punta centrale,P,-,FC Nantes,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/nenad-bjekovic/profil/spieler/139645,"Olympique Marsiglia,FC Nantes"
25522,25522,4475,Olympique Marsiglia,Stéphane Mazzolini,29,Francia,Terzino destro,TD,-,AC Ajaccio,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/stephane-mazzolini/profil/spieler/257718,"Olympique Marsiglia,AC Ajaccio"
25529,25529,4482,AS Monaco,Patrick Blondeau,29,Francia,Terzino destro,TD,-,Sheffield Wednesday,Inghilterra,"2,60 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/patrick-blondeau/profil/spieler/25883,"AS Monaco,Sheffield Wednesday"
25530,25530,4483,AS Monaco,Lilian Thuram,24,Francia,Difensore centrale,DC,-,AC Parma,Italia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/lilian-thuram/profil/spieler/3521,"AS Monaco,AC Parma"
25532,25532,4485,AS Monaco,Mickaël Madar,28,Francia,Punta centrale,P,-,Deportivo de La Coruña,Spagna,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/mickael-madar/profil/spieler/104068,"AS Monaco,Deportivo de La Coruña"
25533,25533,4486,AS Monaco,Marc Delaroche,25,Francia,Portiere,POR,-,SM Caen,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/marc-delaroche/profil/spieler/152751,"AS Monaco,SM Caen"
25534,25534,4487,AS Monaco,Fabien Piveteau,32,Francia,Portiere,POR,-,SC Bastia,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/fabien-piveteau/profil/spieler/173655,"AS Monaco,SC Bastia"
25535,25535,4488,AS Monaco,Christopher Wreh,21,Liberia,Punta centrale,P,-,EA Guingamp,Francia,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/christopher-wreh/profil/spieler/15712,"AS Monaco,EA Guingamp"
25537,25537,5145,RC Strasburgo Alsazia,Valérien Ismaël,22,Francia,Difensore centrale,DC,-,Crystal Palace,Inghilterra,"3,80 mln €",Out,1990-99,e,ligue-1,https://www.transfermarkt.it/valerien-ismael/profil/spieler/3574,"RC Strasburgo Alsazia,Crystal Palace"
25538,25538,5146,RC Strasburgo Alsazia,David Klein,24,Francia,Portiere,POR,-,FC Tolosa,Francia,gratuito,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/david-klein/profil/spieler/45105,"RC Strasburgo Alsazia,FC Tolosa"
25539,25539,5147,RC Strasburgo Alsazia,David Zitelli,29,Francia,Punta centrale,P,-,Karlsruher SC,Germania,?,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/david-zitelli/profil/spieler/79572,"RC Strasburgo Alsazia,Karlsruher SC"
25541,25541,5149,RC Strasburgo Alsazia,Francis Llacer,25,Francia,Terzino sinistro,TS,-,FC Paris Saint-Germain,Francia,Fine prestito30/giu/1997,Out,1990-99,e,ligue-1,https://www.transfermarkt.it/francis-llacer/profil/spieler/5556,"RC Strasburgo Alsazia,FC Paris Saint-Germain"
