,Unnamed: 0,Unnamed: 0.1,Club,Name,Età,Nationality,Posizione,Pos,MarketValue,ClubInvolved,CountryInvolved,Costo,Movement,Season,Window,League,Profile,new_col
267,267,836,1. FC Norimberga,Vlado Kasalo,28,Croazia,Libero,LIB,-,1.FSV Magonza 05,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/vlado-kasalo/profil/spieler/17961,"1. FC Norimberga,1.FSV Magonza 05"
268,268,837,1. FC Norimberga,Uli Bayerschmidt,24,Germania,Difensore centrale,DC,-,Hertha BSC,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/uli-bayerschmidt/profil/spieler/17935,"1. FC Norimberga,Hertha BSC"
270,270,839,1. FC Norimberga,Christian Hausmann,27,Germania,Attacco,Attacco,-,Hertha BSC,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/christian-hausmann/profil/spieler/17957,"1. FC Norimberga,Hertha BSC"
271,271,840,1. FC Norimberga,Ulf Metschies,27,Germania,Centrocampo,Centrocampo,-,Eintracht Braunschweig,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/ulf-metschies/profil/spieler/107723,"1. FC Norimberga,Eintracht Braunschweig"
272,272,841,1.FC Colonia,Andreas Gielchen,26,Germania,Difensore centrale,DC,-,MSV Duisburg,Germania,250 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/andreas-gielchen/profil/spieler/84637,"1.FC Colonia,MSV Duisburg"
276,276,845,1.FC Colonia,Adrian Spyrka,24,Germania,Centrale,CC,-,Stuttgarter Kickers,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/adrian-spyrka/profil/spieler/1069,"1.FC Colonia,Stuttgarter Kickers"
280,280,1284,FC Schalke 04,Henning Bürger,22,Germania,Centrocampista di sinistra,CS,-,1.FC Saarbrücken,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/henning-burger/profil/spieler/749,"FC Schalke 04,1.FC Saarbrücken"
281,281,1285,FC Schalke 04,Michael Kroninger,25,Germania,Attacco,Attacco,-,TSV Monaco 1860,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/michael-kroninger/profil/spieler/6572,"FC Schalke 04,TSV Monaco 1860"
284,284,1288,FC Schalke 04,Christof Osigus,19,Germania,Portiere,POR,-,Borussia Dortmund,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/christof-osigus/profil/spieler/95859,"FC Schalke 04,Borussia Dortmund"
285,285,1289,FC Schalke 04,Stefan Thiele,18,Germania,Attacco,Attacco,-,Borussia Dortmund,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/stefan-thiele/profil/spieler/173228,"FC Schalke 04,Borussia Dortmund"
288,288,1292,SG Dynamo Dresda,Uwe Rösler,23,Germania,Punta centrale,P,-,1. FC Norimberga,Germania,600 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/uwe-rosler/profil/spieler/1440,"SG Dynamo Dresda,1. FC Norimberga"
289,289,1293,SG Dynamo Dresda,Heiko Scholz,26,Germania,Centrocampista di destra,CD,-,Bayer 04 Leverkusen,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/heiko-scholz/profil/spieler/38890,"SG Dynamo Dresda,Bayer 04 Leverkusen"
292,292,1296,SG Dynamo Dresda,Sergio Allievi,28,Germania,Trequartista,TQ,-,SpVgg Unterhaching,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/sergio-allievi/profil/spieler/95330,"SG Dynamo Dresda,SpVgg Unterhaching"
293,293,1297,SG Dynamo Dresda,Steffen Büttner,28,Germania,Terzino sinistro,TS,-,1.FC Union Berlino,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/steffen-buttner/profil/spieler/109042,"SG Dynamo Dresda,1.FC Union Berlino"
295,295,1299,SG Wattenscheid 09,Markus Schupp,26,Germania,Trequartista,TQ,-,FC Bayern Monaco,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/markus-schupp/profil/spieler/17932,"SG Wattenscheid 09,FC Bayern Monaco"
299,299,1303,SG Wattenscheid 09,Stephan Kuhn,27,Germania,Terzino destro,TD,-,Stuttgarter Kickers,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/stephan-kuhn/profil/spieler/95316,"SG Wattenscheid 09,Stuttgarter Kickers"
302,302,1306,SG Wattenscheid 09,Bernhard Winkler,26,Germania,Punta centrale,P,-,1.FC Kaiserslautern,Germania,Fine prestito30/giu/1992,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/bernhard-winkler/profil/spieler/572,"SG Wattenscheid 09,1.FC Kaiserslautern"
303,303,1307,Bayer 05 Uerdingen,Torsten Chmielewski,24,Germania,Terzino sinistro,TS,-,Arminia Bielefeld,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/torsten-chmielewski/profil/spieler/1019,"Bayer 05 Uerdingen,Arminia Bielefeld"
304,304,1308,Bayer 05 Uerdingen,Uwe Hartenberger,24,Germania,Attacco,Attacco,-,SV Darmstadt 98,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/uwe-hartenberger/profil/spieler/109249,"Bayer 05 Uerdingen,SV Darmstadt 98"
308,308,1312,SV Werder Brema,Oliver Freund,22,Germania,Centrocampista di sinistra,CS,-,SC Friburgo,Germania,650 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/oliver-freund/profil/spieler/1593,"SV Werder Brema,SC Friburgo"
309,309,1313,SV Werder Brema,Marinus Bester,23,Germania,Punta centrale,P,-,Amburgo SV,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/marinus-bester/profil/spieler/293,"SV Werder Brema,Amburgo SV"
312,312,1316,SV Werder Brema,Jürgen Rollmann,25,Germania,Portiere,POR,-,MSV Duisburg,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jurgen-rollmann/profil/spieler/27727,"SV Werder Brema,MSV Duisburg"
314,314,1318,SV Werder Brema,Günter Hermann,31,Germania,Mediano,M,-,SG Wattenscheid 09,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/gunter-hermann/profil/spieler/16053,"SV Werder Brema,SG Wattenscheid 09"
317,317,1321,VfL Bochum,Frank Türr,22,Germania,Punta centrale,P,-,Eintracht Braunschweig,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/frank-turr/profil/spieler/864,"VfL Bochum,Eintracht Braunschweig"
321,321,1325,VfL Bochum,Thomas Epp,24,Germania,Punta centrale,P,-,Stuttgarter Kickers,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/thomas-epp/profil/spieler/84199,"VfL Bochum,Stuttgarter Kickers"
324,324,1328,VfB Stoccarda,Matthias Sammer,24,Germania,Libero,LIB,-,Inter,Italia,"6,00 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/matthias-sammer/profil/spieler/77010,"VfB Stoccarda,Inter"
326,326,1330,VfB Stoccarda,Jens Keller,21,Germania,Difensore centrale,DC,-,TSV Monaco 1860,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jens-keller/profil/spieler/28,"VfB Stoccarda,TSV Monaco 1860"
327,327,1331,VfB Stoccarda,Jürgen Kramny,20,Germania,Centrocampista di destra,CD,-,1. FC Norimberga,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jurgen-kramny/profil/spieler/949,"VfB Stoccarda,1. FC Norimberga"
328,328,1332,VfB Stoccarda,Manfred Kastl,26,Germania,Punta centrale,P,-,SSV Ulm 1846,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/manfred-kastl/profil/spieler/85592,"VfB Stoccarda,SSV Ulm 1846"
331,331,1335,VfB Stoccarda,Nils Schmäler,22,Germania,Libero,LIB,-,SG Dynamo Dresda,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/nils-schmaler/profil/spieler/97181,"VfB Stoccarda,SG Dynamo Dresda"
333,333,1337,Karlsruher SC,Mehmet Scholl,21,Germania,Trequartista,TQ,-,FC Bayern Monaco,Germania,"2,50 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/mehmet-scholl/profil/spieler/217,"Karlsruher SC,FC Bayern Monaco"
334,334,1338,Karlsruher SC,Oliver Westerbeek,26,Germania,Mediano,M,-,MSV Duisburg,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/oliver-westerbeek/profil/spieler/81753,"Karlsruher SC,MSV Duisburg"
336,336,1340,Karlsruher SC,Arno Glesius,26,Germania,Punta centrale,P,-,1.FC Saarbrücken,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/arno-glesius/profil/spieler/81728,"Karlsruher SC,1.FC Saarbrücken"
337,337,1341,Karlsruher SC,Michael Harforth,33,Germania,Trequartista,TQ,-,MSV Duisburg,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/michael-harforth/profil/spieler/78758,"Karlsruher SC,MSV Duisburg"
343,343,1347,Amburgo SV,Dietmar Beiersdorfer,28,Germania,Difensore centrale,DC,-,SV Werder Brema,Germania,"1,00 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/dietmar-beiersdorfer/profil/spieler/1528,"Amburgo SV,SV Werder Brema"
344,344,1348,Amburgo SV,Thomas Stratos,25,Grecia,Mediano,M,-,1.FC Saarbrücken,Germania,150 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/thomas-stratos/profil/spieler/991,"Amburgo SV,1.FC Saarbrücken"
345,345,1349,Amburgo SV,Detlev Dammeier,23,Germania,Mediano,M,-,VfL Wolfsburg,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/detlev-dammeier/profil/spieler/652,"Amburgo SV,VfL Wolfsburg"
347,347,1351,Amburgo SV,Holger Ballwanz,24,Germania,Mediano,M,-,VfL Wolfsburg,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/holger-ballwanz/profil/spieler/647,"Amburgo SV,VfL Wolfsburg"
350,350,1354,Amburgo SV,Richard Cyron,27,Polonia,Punta centrale,P,-,Fortuna Düsseldorf,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/richard-cyron/profil/spieler/87896,"Amburgo SV,Fortuna Düsseldorf"
352,352,1356,Amburgo SV,Herbert Waas,28,Germania,Punta centrale,P,-,Bologna FC,Italia,Fine prestito30/giu/1992,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/herbert-waas/profil/spieler/6692,"Amburgo SV,Bologna FC"
354,354,1358,1.FC Saarbrücken,Michael Preetz,24,Germania,Punta centrale,P,-,MSV Duisburg,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/michael-preetz/profil/spieler/348,"1.FC Saarbrücken,MSV Duisburg"
356,356,1360,1.FC Saarbrücken,Stefan Brasas,24,Germania,Portiere,POR,-,Stuttgarter Kickers,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/stefan-brasas/profil/spieler/523,"1.FC Saarbrücken,Stuttgarter Kickers"
364,364,1368,FC Bayern Monaco,Brian Laudrup,23,Danimarca,Ala destra,AD,-,AC Fiorentina,Italia,"5,00 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/brian-laudrup/profil/spieler/39667,"FC Bayern Monaco,AC Fiorentina"
365,365,1369,FC Bayern Monaco,Stefan Effenberg,23,Germania,Centrale,CC,-,AC Fiorentina,Italia,"3,75 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/stefan-effenberg/profil/spieler/197,"FC Bayern Monaco,AC Fiorentina"
366,366,1370,FC Bayern Monaco,Manfred Bender,26,Germania,Trequartista,TQ,-,Karlsruher SC,Germania,700 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/manfred-bender/profil/spieler/1005,"FC Bayern Monaco,Karlsruher SC"
367,367,1371,FC Bayern Monaco,Thomas Strunz,24,Germania,Mediano,M,-,VfB Stoccarda,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/thomas-strunz/profil/spieler/221,"FC Bayern Monaco,VfB Stoccarda"
368,368,1372,FC Bayern Monaco,Markus Babbel,19,Germania,Difensore centrale,DC,-,Amburgo SV,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/markus-babbel/profil/spieler/192,"FC Bayern Monaco,Amburgo SV"
369,369,1373,FC Bayern Monaco,Gerald Hillringhaus,30,Germania,Portiere,POR,-,FC Schalke 04,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/gerald-hillringhaus/profil/spieler/91297,"FC Bayern Monaco,FC Schalke 04"
370,370,1374,FC Bayern Monaco,Manfred Schwabl,26,Germania,Mediano,M,-,1. FC Norimberga,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/manfred-schwabl/profil/spieler/6571,"FC Bayern Monaco,1. FC Norimberga"
373,373,1377,Eintracht Francoforte,Andreas Möller,24,Germania,Trequartista,TQ,-,Juventus FC,Italia,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/andreas-moller/profil/spieler/124,"Eintracht Francoforte,Juventus FC"
374,374,1378,Eintracht Francoforte,Lothar Sippel,27,Germania,Punta centrale,P,-,Borussia Dortmund,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/lothar-sippel/profil/spieler/78749,"Eintracht Francoforte,Borussia Dortmund"
376,376,1380,Borussia Mönchengladbach,Manfred Stefes,25,Germania,Difesa,Difesa,-,Fortuna Düsseldorf,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/manfred-stefes/profil/spieler/109588,"Borussia Mönchengladbach,Fortuna Düsseldorf"
377,377,1381,Borussia Mönchengladbach,Thomas Huschbeck,24,Germania,Difesa,Difesa,-,Fortuna Düsseldorf,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/thomas-huschbeck/profil/spieler/97255,"Borussia Mönchengladbach,Fortuna Düsseldorf"
379,379,1383,Borussia Dortmund,Thomas Helmer,27,Germania,Difensore centrale,DC,-,FC Bayern Monaco,Germania,"3,75 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/thomas-helmer/profil/spieler/12405,"Borussia Dortmund,FC Bayern Monaco"
380,380,1384,Borussia Dortmund,Peter Quallo,20,Germania,Difensore centrale,DC,-,Fortuna Düsseldorf,Germania,"1,00 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/peter-quallo/profil/spieler/726,"Borussia Dortmund,Fortuna Düsseldorf"
381,381,1385,Borussia Dortmund,Günter Breitzke,25,Germania,Centrocampista di destra,CD,-,Fortuna Düsseldorf,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/gunter-breitzke/profil/spieler/95853,"Borussia Dortmund,Fortuna Düsseldorf"
382,382,1386,Borussia Dortmund,Jürgen Wegmann,28,Germania,Punta centrale,P,-,MSV Duisburg,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jurgen-wegmann/profil/spieler/95073,"Borussia Dortmund,MSV Duisburg"
384,384,1388,Borussia Dortmund,Sergey Gorlukovich,30,Russia,Difensore centrale,DC,-,Bayer 05 Uerdingen,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/sergey-gorlukovich/profil/spieler/21657,"Borussia Dortmund,Bayer 05 Uerdingen"
385,385,1389,Bayer 04 Leverkusen,Jorginho,27,Brasile,Terzino destro,TD,-,FC Bayern Monaco,Germania,"2,80 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jorginho/profil/spieler/17166,"Bayer 04 Leverkusen,FC Bayern Monaco"
386,386,1390,Bayer 04 Leverkusen,Marcus Feinbier,22,Germania,Punta centrale,P,-,Hertha BSC,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/marcus-feinbier/profil/spieler/979,"Bayer 04 Leverkusen,Hertha BSC"
387,387,1391,Bayer 04 Leverkusen,Marek Lesniak,28,Polonia,Punta centrale,P,-,SG Wattenscheid 09,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/marek-lesniak/profil/spieler/5088,"Bayer 04 Leverkusen,SG Wattenscheid 09"
388,388,1392,Bayer 04 Leverkusen,Frank Germann,24,Germania,Difensore centrale,DC,-,Arminia Bielefeld,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/frank-germann/profil/spieler/17250,"Bayer 04 Leverkusen,Arminia Bielefeld"
389,389,1393,Bayer 04 Leverkusen,Erich Seckler,28,Germania,Difesa,Difesa,-,Hertha BSC,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/erich-seckler/profil/spieler/25349,"Bayer 04 Leverkusen,Hertha BSC"
390,390,1394,Bayer 04 Leverkusen,Andrzej Buncol,32,Polonia,Trequartista,TQ,-,Fortuna Düsseldorf,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/andrzej-buncol/profil/spieler/93946,"Bayer 04 Leverkusen,Fortuna Düsseldorf"
391,391,1395,1. FC Norimberga,André Golke,27,Germania,Trequartista,TQ,-,VfB Stoccarda,Germania,"1,25 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/andre-golke/profil/spieler/17953,"1. FC Norimberga,VfB Stoccarda"
392,392,1396,1. FC Norimberga,Martin Wagner,24,Germania,Centrocampista di sinistra,CS,-,1.FC Kaiserslautern,Germania,500 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/martin-wagner/profil/spieler/678,"1. FC Norimberga,1.FC Kaiserslautern"
393,393,1397,1. FC Norimberga,Sergio Zárate,23,Argentina,Punta centrale,P,-,Ancona Calcio,Italia,Spesa prestito:350 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/sergio-zarate/profil/spieler/17984,"1. FC Norimberga,Ancona Calcio"
394,394,1398,1. FC Norimberga,Hans-Jürgen Heidenreich,24,Germania,Terzino destro,TD,-,VfB Leipzig,Germania,175 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/hans-jurgen-heidenreich/profil/spieler/17958,"1. FC Norimberga,VfB Leipzig"
395,395,1399,1. FC Norimberga,Joachim Philipkowski,31,Germania,Libero,LIB,-,FC St. Pauli,Germania,128 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/joachim-philipkowski/profil/spieler/17971,"1. FC Norimberga,FC St. Pauli"
402,402,1406,1. FC Norimberga,Michael Butrej,24,Germania,Centrocampista di sinistra,CS,-,Eintracht Braunschweig,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/michael-butrej/profil/spieler/1888,"1. FC Norimberga,Eintracht Braunschweig"
403,403,1407,1.FC Colonia,Reinhold Daschner,22,Germania,Libero,LIB,-,Hannover 96,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/reinhold-daschner/profil/spieler/967,"1.FC Colonia,Hannover 96"
408,408,1412,1.FC Kaiserslautern,Markus Kranz,22,Germania,Terzino sinistro,TS,-,Bayer 05 Uerdingen,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/markus-kranz/profil/spieler/17785,"1.FC Kaiserslautern,Bayer 05 Uerdingen"
409,409,1413,1.FC Kaiserslautern,Jürgen Degen,24,Germania,Punta centrale,P,-,Fortuna Düsseldorf,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jurgen-degen/profil/spieler/18357,"1.FC Kaiserslautern,Fortuna Düsseldorf"
411,411,1415,1.FC Kaiserslautern,Uwe Scherr,25,Germania,Centrocampista di destra,CD,-,FC Schalke 04,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/uwe-scherr/profil/spieler/81652,"1.FC Kaiserslautern,FC Schalke 04"
412,412,1416,1.FC Kaiserslautern,Guido Hoffmann,26,Germania,Trequartista,TQ,-,Bayer 04 Leverkusen,Germania,Prestito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/guido-hoffmann/profil/spieler/96641,"1.FC Kaiserslautern,Bayer 04 Leverkusen"
414,414,1837,Amburgo SV,Jan Furtok,31,Polonia,Punta centrale,P,-,Eintracht Francoforte,Germania,"1,10 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jan-furtok/profil/spieler/87899,"Amburgo SV,Eintracht Francoforte"
415,415,1838,Amburgo SV,Florian Weichert,25,Germania,Punta centrale,P,-,VfB Leipzig,Germania,375 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/florian-weichert/profil/spieler/4736,"Amburgo SV,VfB Leipzig"
416,416,1839,Amburgo SV,Frank Rohde,33,Germania,Libero,LIB,-,Hertha BSC,Germania,210 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/frank-rohde/profil/spieler/25268,"Amburgo SV,Hertha BSC"
417,417,1840,Amburgo SV,Andreas Reinke,24,Germania,Portiere,POR,-,FC St. Pauli,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/andreas-reinke/profil/spieler/361,"Amburgo SV,FC St. Pauli"
424,424,1847,Amburgo SV,Marinus Bester,24,Germania,Punta centrale,P,-,SV Werder Brema,Germania,Fine prestito30/giu/1993,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/marinus-bester/profil/spieler/293,"Amburgo SV,SV Werder Brema"
425,425,1848,VfB Leipzig,Torsten Kracht,25,Germania,Difensore centrale,DC,-,VfB Stoccarda,Germania,400 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/torsten-kracht/profil/spieler/443,"VfB Leipzig,VfB Stoccarda"
427,427,1850,VfB Leipzig,Holger Bühner,27,Germania,Difensore centrale,DC,-,FC Hansa Rostock,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/holger-buhner/profil/spieler/5201,"VfB Leipzig,FC Hansa Rostock"
432,432,1855,SG Dynamo Dresda,Alexander Zickler,19,Germania,Punta centrale,P,-,FC Bayern Monaco,Germania,"1,15 mln €",Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/alexander-zickler/profil/spieler/227,"SG Dynamo Dresda,FC Bayern Monaco"
433,433,1856,SG Dynamo Dresda,Jens Melzig,27,Germania,Difensore centrale,DC,-,Bayer 04 Leverkusen,Germania,875 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jens-melzig/profil/spieler/84683,"SG Dynamo Dresda,Bayer 04 Leverkusen"
435,435,1858,SG Dynamo Dresda,Ralf Hauptmann,24,Germania,Mediano,M,-,1.FC Colonia,Germania,475 mila €,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/ralf-hauptmann/profil/spieler/41,"SG Dynamo Dresda,1.FC Colonia"
438,438,1861,SG Dynamo Dresda,Dirk Zander,28,Germania,Centrocampista di sinistra,CS,-,FC St. Pauli,Germania,?,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/dirk-zander/profil/spieler/83677,"SG Dynamo Dresda,FC St. Pauli"
443,443,1866,SG Dynamo Dresda,Uwe Rösler,25,Germania,Punta centrale,P,-,1. FC Norimberga,Germania,Fine prestito01/mar/1994,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/uwe-rosler/profil/spieler/1440,"SG Dynamo Dresda,1. FC Norimberga"
444,444,1867,SG Wattenscheid 09,Jörg Sobiech,24,Germania,Terzino sinistro,TS,-,Stuttgarter Kickers,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/jorg-sobiech/profil/spieler/2550,"SG Wattenscheid 09,Stuttgarter Kickers"
445,445,1868,SG Wattenscheid 09,Andreas Müller,21,Germania,Centrocampo,Centrocampo,-,Arminia Bielefeld,Germania,gratuito,Out,1990-99,e,1-bundesliga,https://www.transfermarkt.it/andreas-muller/profil/spieler/84659,"SG Wattenscheid 09,Arminia Bielefeld"
